Wind correction (Drift Factor),Wind correction (Drift Angle at zero wind speed),Horizontal Diffusivity,FSS
2.0,0.0,0.03,0.5258
17.73,4.31,0.04,0.2725
10.98,11.48,0.03,0.3445
