Wind correction (Drift Factor),Wind correction (Drift Angle at zero wind speed),Horizontal Diffusivity,FSS
2.0,0.0,0.03,0.5709
9.22,-12.34,0.05,0.3003
3.89,-11.58,0.04,0.4046
