Wind correction (Drift Factor),Wind correction (Drift Angle at zero wind speed),Horizontal Diffusivity,FSS
2.0,0.0,0.03,0.5034
18.28,-11.44,0.03,0.3535
5.33,-5.45,0.03,0.4312
