Wind correction (Drift Factor),Wind correction (Drift Angle at zero wind speed),Horizontal Diffusivity,FSS
2.0,0.0,0.03,0.504
12.13,-3.85,0.02,0.442
4.53,-2.23,0.03,0.4621
