Wind correction (Drift Factor),Wind correction (Drift Angle at zero wind speed),Horizontal Diffusivity,FSS
2.0,0.0,0.03,0.5055
13.42,9.57,0.03,0.3168
2.11,-7.02,0.03,0.5444
