Wind correction (Drift Factor),Wind correction (Drift Angle at zero wind speed),Horizontal Diffusivity,FSS
2.0,0.0,0.03,0.5302
3.84,10.41,0.04,0.3883
1.72,-4.99,0.02,0.5761
