Wind correction (Drift Factor),Wind correction (Drift Angle at zero wind speed),Horizontal Diffusivity,FSS
2.0,0.0,0.03,0.5357
15.03,9.99,0.02,0.37
9.48,-6.22,0.02,0.4739
