Horizontal Diffusivity,Wind correction (Drift Angle at zero wind speed),Wind correction (Drift Factor),FSS
2.0,0.0,0.78,0.0002
8.7,12.61,0.0,0.0728
1.98,4.28,0.05,0.1084
